"geolocation_zip_code_prefix,""geolocation_lat"",""geolocation_lng"",""geolocation_city"",""geolocation_state"""
01418,-23.56312173510022,-46.656566708353616,s?œo paulo,SP
01405,-23.566149996104865,-46.656202525131185,sao paulo,SP
01409,-23.56004975575626,-46.656292295314174,sao paulo,SP
01425,-23.57479969747246,-46.65814025575626,sao paulo,SP
01414,-23.5617503366611,-46.66574187621903,sao paulo,SP
01424,-23.560701275607332,-46.669522012493495,sao paulo,SP
01440,-23.569557841796996,-46.68103911587511,sao paulo,SP
01454,-23.58177256976156,-46.68583629071532,s?œo paulo,SP
01405,-23.569356624761927,-46.659199924779315,sao paulo,SP
01408,-23.569375285590663,-46.66344025965141,sao paulo,SP
01403,-23.569789704685814,-46.6544902625656,sao paulo,SP
01445,-23.569003382739886,-46.68869584707711,sao paulo,SP
01452,-23.578646623850382,-46.684713610165794,sao paulo,SP
01443,-23.569421562871437,-46.68281693574359,sao paulo,SP
01403,-23.573567336661107,-46.65827179239999,sao paulo,SP
01405,-23.565713039961945,-46.65577318166076,sao paulo,SP
01404,-23.567632711899183,-46.65498030642269,sao paulo,SP
01410,-23.55962555147448,-46.657624022216986,sao paulo,SP
01409,-23.55910483957529,-46.655777901205994,s?œo paulo,SP
01409,-23.56856764334359,-46.66554765430785,sao paulo,SP
01448,-23.57919247293557,-46.68014332278265,sao paulo,SP
01425,-23.57471424424373,-46.658310244243744,sao paulo,SP
01426,-23.566247308355923,-46.66547298695826,s?œo paulo,SP
01416,-23.557946353597988,-46.66534131404007,sao paulo,SP
01403,-23.569206244243738,-46.65382025575625,sao paulo,SP
01420,-23.56054933389114,-46.661409403139224,sao paulo,SP
01401,-23.569747571977178,-46.651003571977185,sao paulo,SP
01417,-23.55994933083273,-46.66807351595592,sao paulo,SP
01408,-23.562536940331203,-46.65632301012756,sao paulo,SP
01403,-23.572569646142412,-46.65714755093114,sao paulo,SP
01452,-23.666555682209008,-46.64839771357262,sao paulo,SP
01420,-23.55951167332222,-46.6624825202551,sao paulo,SP
01423,-23.571588907582623,-46.65409350819432,sao paulo,SP
01452,-23.57052612294425,-46.69093682249417,sao paulo,SP
01424,-23.57117461487523,-46.65824074891729,s?œo paulo,SP
01410,-23.5669574701656,-46.66507394892955,sao paulo,SP
01409,-23.563047754751402,-46.65920642156433,sao paulo,SP
01453,-23.585068832650393,-46.68672113904442,sao paulo,SP
01404,-23.572589983063114,-46.659761391626695,sao paulo,SP
01455,-23.581235493479124,-46.69199705037794,sao paulo,SP
01435,-23.578256828755254,-46.67114956647812,sao paulo,SP
01455,-23.582498730509496,-46.69090843865776,sao paulo,SP
01410,-23.564624427693502,-46.66279136900565,sao paulo,SP
01420,-23.567853771308165,-46.65280075090884,sao paulo,SP
01443,-23.56766621842005,-46.68227611241268,sao paulo,SP
01403,-23.56907746739564,-46.65302932889948,sao paulo,SP
01454,-23.58177256976156,-46.68583629071532,sao paulo,SP
01425,-23.571535546771276,-46.65970190175425,sao paulo,SP
01415,-23.554334640573625,-46.65945887039062,sao paulo,SP
01415,-23.550957911737562,-46.65356039731085,sao paulo,SP
01413,-23.56655899174768,-46.668929826701216,sao paulo,SP
01401,-23.58364723644033,-46.66936487368967,sao paulo,SP
01406,-23.56795518206478,-46.66005081655022,sao paulo,SP
01408,-23.564048940331208,-46.65787101012754,sao paulo,SP
01407,-23.579862118241053,-46.67742959755325,sao paulo,SP
01415,-23.551983062727214,-46.65473309547579,sao paulo,SP
01423,-23.57099630114256,-46.65474295420968,sao paulo,SP
01407,-23.577202445467098,-46.672631077990644,s?œo paulo,SP
01423,-23.571218441571954,-46.65368580598998,sao paulo,SP
01423,-23.569655856512174,-46.65813301540768,sao paulo,SP
01410,-23.562466386346568,-46.660461365110514,s?œo paulo,SP
01404,-23.56507246923237,-46.65234911525847,sao paulo,SP
01403,-23.572830237030374,-46.65745017915059,sao paulo,SP
01402,-23.567787000000003,-46.649099250000006,sao paulo,SP
01417,-23.559819191788296,-46.668311680131545,sao paulo,SP
01405,-23.56032745628714,-46.65170409824576,sao paulo,SP
01414,-23.560347051780393,-46.66416848699374,s?œo paulo,SP
01445,-23.573379101852428,-46.68693433542036,sao paulo,SP
01455,-23.582267843181977,-46.689508441427726,sao paulo,SP
01403,-23.56885555842803,-46.65508769400999,s?œo paulo,SP
01453,-23.584444679439045,-46.68507062891687,sao paulo,SP
01443,-23.567268402177596,-46.68490776931483,sao paulo,SP
01415,-23.557858507968717,-46.66333668800757,sao paulo,SP
01435,-23.578660938657773,-46.668988330284456,sao paulo,SP
01451,-23.582641104111843,-46.68413641749113,sao paulo,SP
01452,-23.582415134604787,-46.68380131688164,sao paulo,SP
01403,-23.569851667493836,-46.65370444517863,s?œo paulo,SP
01424,-23.571796295314176,-46.65756023703038,sao paulo,SP
01407,-23.57934992506776,-46.676586703993316,s?œo paulo,SP
01411,-23.562346798228365,-46.66270137523806,s?œo paulo,SP
01415,-23.55365913765943,-46.65870219983837,sao paulo,SP
01419,-23.564841582474532,-46.654356503472826,sao paulo,SP
01431,-23.56539655408982,-46.677054794912905,sao paulo,SP
01403,-23.57187956979634,-46.65658056217894,sao paulo,SP
01410,-23.562031620866787,-46.660101594927525,sao paulo,SP
01424,-23.571849311125884,-46.657421649316184,sao paulo,SP
01421,-23.565940702175652,-46.65711352357333,sao paulo,SP
01454,-23.582669730509505,-46.68735688037396,sao paulo,SP
01455,-23.580690704974273,-46.68751888037395,sao paulo,SP
01407,-23.58056184430716,-46.67900505314791,sao paulo,SP
01455,-23.581881429915196,-46.69230702233258,sao paulo,SP
01416,-23.56287169998261,-46.670461696491515,sao paulo,SP
01419,-23.556955578134875,-46.66357956064972,sao paulo,SP
01424,-23.570525588118194,-46.658762397859114,sao paulo,SP
01422,-23.56315323674191,-46.662048880373966,sao paulo,SP
01411,-23.56702768887411,-46.66757267485142,s?œo paulo,SP
01411,-23.560375295314177,-46.66062276296962,sao paulo,SP
01452,-23.579686813203356,-46.6852695412027,s?œo paulo,SP
01418,-23.56312173510022,-46.656566708353616,sao paulo,SP
01408,-23.56566665612553,-46.65954318206478,sao paulo,SP
01410,-23.562646302527536,-46.66064119747245,sao paulo,SP
01419,-23.567557829591976,-46.651249309192636,sao paulo,SP
01419,-23.561222133504504,-46.65873928948581,s?œo paulo,SP
01426,-23.566632275607336,-46.665049012493476,sao paulo,SP
01422,-23.56390952011087,-46.661045260603686,sao paulo,SP
01410,-23.563147117952592,-46.66123959201333,sao paulo,SP
01414,-23.5595710269202,-46.66349340605341,sao paulo,SP
01403,-23.56336329531418,-46.648080204685826,s?œo paulo,SP
01451,-23.583016351192377,-46.68314824319781,sao paulo,SP
01455,-23.58242293810951,-46.69018568235323,sao paulo,SP
01423,-23.566679140717863,-46.6596601290611,s?œo paulo,SP
01454,-23.584684369409683,-46.689049927289474,sao paulo,SP
01446,-23.576013471002327,-46.67407032361936,sao paulo,SP
01423,-23.571330957527895,-46.656261608373306,s?œo paulo,SP
01404,-23.573010517404697,-46.6600866914646,sao paulo,SP
01401,-23.569747571977178,-46.651003571977185,sao paulo,SP
01420,-23.56851813765943,-46.65191532569683,sao paulo,SP
01407,-23.56958354604671,-46.66124996542438,sao paulo,SP
01453,-23.584301737722857,-46.68479982209016,sao paulo,SP
01452,-23.570810444514542,-46.69077501106554,sao paulo,SP
01411,-23.56883882653355,-46.66435398029316,sao paulo,SP
01403,-23.563674723007683,-46.64847324424374,sao paulo,SP
01415,-23.55560525422706,-46.661008834727866,sao paulo,SP
01424,-23.569940180717897,-46.659468433215096,sao paulo,SP
01426,-23.56414438911653,-46.66780193935027,sao paulo,SP
01409,-23.55845208243405,-46.655464028997685,sao paulo,SP
01403,-23.564830316954268,-46.64962299140164,sao paulo,SP
01415,-23.561543169023047,-46.667303124761915,sao paulo,SP
01403,-23.569240441860416,-46.65284130336427,sao paulo,SP
01411,-23.56722442186512,-46.66622341381502,sao paulo,SP
01455,-23.583102903975938,-46.68976694630383,sao paulo,SP
01402,-23.567787000000003,-46.649099250000006,sao paulo,SP
01422,-23.565933378008037,-46.65872236995796,s?œo paulo,SP
01408,-23.564246269778952,-46.65808273022103,sao paulo,SP
01416,-23.55863616902304,-46.66613312476191,sao paulo,SP
01420,-23.56496786234056,-46.65629125812219,sao paulo,SP
01424,-23.570164865110517,-46.65912108811819,s?œo paulo,SP
01404,-23.56620403664372,-46.65349293490686,sao paulo,SP
01423,-23.569655856512174,-46.65813309922671,sao paulo,SP
01421,-23.56341910796927,-46.66007218013154,sao paulo,SP
01406,-23.576715451555277,-46.671185524294465,sao paulo,SP
01436,-23.57102383542035,-46.66532683443939,sao paulo,SP
01420,-23.56507683680534,-46.65616173258697,sao paulo,SP
01420,-23.557816424923544,-46.66449015889549,sao paulo,SP
01445,-23.573379101852428,-46.68693433542036,sao paulo,SP
01453,-23.581641499307505,-46.68726777047143,s?œo paulo,SP
01420,-23.56054933389114,-46.661409403139224,sao paulo,SP
01418,-23.56312173510022,-46.656566708353616,s?œo paulo,SP
01418,-23.560526305297497,-46.65943457423973,sao paulo,SP
01404,-23.56994326977895,-46.657093704685806,sao paulo,SP
01455,-23.579657927001005,-46.69358888314391,sao paulo,SP
01422,-23.564949622251763,-46.65987111128748,sao paulo,SP
01435,-23.579508666945568,-46.67093339884006,s?œo paulo,SP
01409,-23.56206647876395,-46.658311569392296,sao paulo,SP
01425,-23.57140126977895,-46.659833795314185,sao paulo,SP
01435,-23.579124390789975,-46.669524580068106,sao paulo,SP
01422,-23.56128467332222,-46.664292578538905,sao paulo,SP
01425,-23.574092688874106,-46.65699379239997,sao paulo,SP
01408,-23.56489434387447,-46.65882236900567,sao paulo,SP
01412,-23.566386227306847,-46.66887273411619,sao paulo,SP
01404,-23.569051484592332,-46.65631360075592,sao paulo,SP
01422,-23.559622596716544,-46.66616316957131,sao paulo,SP
01423,-23.56538917623641,-46.660984324167615,sao paulo,SP
01424,-23.565271673322215,-46.66432310407414,sao paulo,SP
01403,-23.568326423538558,-46.65400891993189,sao paulo,SP
01421,-23.565358896474127,-46.65789022009349,sao paulo,SP
01423,-23.569744159039715,-46.65613167291819,sao paulo,SP
01454,-23.582599229528547,-46.68734709409082,sao paulo,SP
01405,-23.56032745628714,-46.65170409824576,sao paulo,SP
01451,-23.57571657591318,-46.688025697760914,sao paulo,SP
01446,-23.576873543424398,-46.67696904662705,sao paulo,SP
01421,-23.56047837053487,-46.663411965318176,sao paulo,SP
01444,-23.572352021928545,-46.685106156818016,sao paulo,SP
01425,-23.574024419095153,-46.65918149999999,sao paulo,SP
01454,-23.58503647960066,-46.68943212906108,s?œo paulo,SP
01408,-23.564228269778955,-46.65806375575625,s?œo paulo,SP
01442,-23.577570010820036,-46.693132532892825,s?œo paulo,SP
01423,-23.569698782676465,-46.65609235261702,sao paulo,SP
01451,-23.574318411284974,-46.688912920398806,sao paulo,SP
01420,-23.566349880662425,-46.654632167089815,sao paulo,SP
01452,-23.570810444514542,-46.69077501106554,sao paulo,SP
01405,-23.567554948929544,-46.65756252123605,sao paulo,SP
01451,-23.583016351192377,-46.68314824319781,sao paulo,SP
01404,-23.57099593450282,-46.658110285590666,sao paulo,SP
01403,-23.568899416325195,-46.653278861648076,sao paulo,SP
01450,-23.57612577768481,-46.68687067568814,sao paulo,SP
01410,-23.564624427693502,-46.66279136900565,sao paulo,SP
01402,-23.58406691212703,-46.66998067037748,sao paulo,SP
01404,-23.56344095282469,-46.65080185108783,sao paulo,SP
01411,-23.562021823763587,-46.662363875238086,sao paulo,SP
01407,-23.578480099919197,-46.67516750652087,sao paulo,SP
01411,-23.5641124118818,-46.6645303395753,sao paulo,SP
01415,-23.560859755756262,-46.66659279531417,s?œo paulo,SP
01420,-23.56234615903972,-46.65934114738296,s?œo paulo,SP
01404,-23.57067193450283,-46.65781231112587,sao paulo,SP
01454,-23.58177256976156,-46.68583629071532,sao paulo,SP
01405,-23.559813282820695,-46.65168151442673,sao paulo,SP
01438,-23.570122537047748,-46.672791594927546,sao paulo,SP
01406,-23.576958000000005,-46.673007750000004,sao paulo,SP
01409,-23.55664620483004,-46.65558139454087,sao paulo,SP
01424,-23.571615730221037,-46.657660704685824,sao paulo,SP
01452,-23.57793770107913,-46.686368043568635,sao paulo,SP
01416,-23.555912726231792,-46.66348464524635,sao paulo,SP
01452,-23.56960146987715,-46.69153754397264,sao paulo,SP
01416,-23.559694616163586,-46.66715411267248,sao paulo,SP
01419,-23.561402133504505,-46.658562731202,sao paulo,SP
01411,-23.562346798228365,-46.66270137523806,sao paulo,SP
01415,-23.552721272000653,-46.65580512239598,sao paulo,SP
01405,-23.566149996104865,-46.656202525131185,sao paulo,SP
01403,-23.563462295314185,-46.64818026296963,sao paulo,SP
01442,-23.563951942264453,-46.67552612782035,sao paulo,SP
01415,-23.563625427693495,-46.66944236900566,s?œo paulo,SP
01415,-23.5526987463212,-46.65589893588782,s?œo paulo,SP
01419,-23.567885926851567,-46.65091780265236,s?œo paulo,SP
01404,-23.569131540942895,-46.65631084096027,sao paulo,SP
01411,-23.55919898846866,-46.65935606768161,sao paulo,SP
01417,-23.561656060793965,-46.66621924231049,sao paulo,SP
01411,-23.560626730221042,-46.6609522625656,sao paulo,SP
01451,-23.574188189566605,-46.688949072999,sao paulo,SP
01415,-23.564063430203657,-46.66982296335626,s?œo paulo,SP
01409,-23.561930504299163,-46.65818204385708,s?œo paulo,SP
01430,-23.56864709241738,-46.67263049180569,sao paulo,SP
01415,-23.563902562582978,-46.669741569392315,sao paulo,SP
01455,-23.579100346096165,-46.68991587108314,sao paulo,SP
01455,-23.57965636580301,-46.692839295025706,sao paulo,SP
01422,-23.56309592506777,-46.662254737722854,sao paulo,SP
01425,-23.57159626256559,-46.66238323743441,sao paulo,SP
01419,-23.558176958653075,-46.66222297544574,sao paulo,SP
01402,-23.567787000000003,-46.649099250000006,sao paulo,SP
01455,-23.578557338882806,-46.68895384554789,sao paulo,SP
01421,-23.56501634110451,-46.65826224271453,sao paulo,SP
01422,-23.563240251168637,-46.66188787647883,s?œo paulo,SP
01415,-23.557813805441736,-46.6633328680247,sao paulo,SP
01454,-23.58177256976156,-46.68583629071532,sao paulo,SP
01434,-23.580517285590656,-46.666693682064775,sao paulo,SP
01423,-23.56538917623641,-46.660984324167615,sao paulo,SP
01456,-23.574623280599,-46.6912046523746,sao paulo,SP
01424,-23.571597237030375,-46.657761762565585,sao paulo,SP
01409,-23.55910483957529,-46.655777901205994,sao paulo,SP
01418,-23.56312173510022,-46.656566708353616,s?œo paulo,SP
01409,-23.560230730221047,-46.656470262565605,sao paulo,SP
01423,-23.571218441571954,-46.65368580598998,sao paulo,SP
01415,-23.55885525732544,-46.66445736337315,sao paulo,SP
01420,-23.567429796843395,-46.65330836026309,sao paulo,SP
01418,-23.56312173510022,-46.656566708353616,s?œo paulo,SP
01416,-23.556232770471446,-46.663499540798654,sao paulo,SP
01457,-23.572825313347586,-46.69061417790984,sao paulo,SP
01409,-23.56662983513189,-46.66102471925676,sao paulo,SP
01456,-23.574585887039063,-46.68895990161002,sao paulo,SP
01403,-23.56987126977896,-46.65449270468581,s?œo paulo,SP
01424,-23.56816235942637,-46.66117892867444,sao paulo,SP
01403,-23.571680511512525,-46.65638353664372,sao paulo,SP
01416,-23.55951039494492,-46.66706390175425,sao paulo,SP
01403,-23.5675828395753,-46.652323462952225,sao paulo,SP
01420,-23.56054933389114,-46.661409403139224,sao paulo,SP
01403,-23.562928980293155,-46.6477446947025,sao paulo,SP
01447,-23.574655844018693,-46.67831534831786,sao paulo,SP
01449,-23.574426956979636,-46.68111222202674,sao paulo,SP
01451,-23.58203876390836,-46.684455312137324,s?œo paulo,SP
01408,-23.568412285590664,-46.66246367583237,sao paulo,SP
01417,-23.56141411907777,-46.666499216775264,sao paulo,SP
01414,-23.556415159039716,-46.660064878152255,sao paulo,SP
01423,-23.57102415070118,-46.65658438245142,s?œo paulo,SP
01408,-23.57054391312255,-46.66373029753588,sao paulo,SP
01425,-23.573768731606027,-46.65726341090085,sao paulo,SP
01415,-23.552194977234734,-46.65508094116792,sao paulo,SP
01410,-23.558595737434405,-46.65657075535223,sao paulo,SP
01420,-23.56507683680534,-46.65616173258697,sao paulo,SP
01419,-23.567885926851567,-46.65091780265236,sao paulo,SP
01452,-23.570455097409035,-46.690988355242766,s?œo paulo,SP
01424,-23.565271673322215,-46.66432310407414,s?œo paulo,SP
01409,-23.557720976686483,-46.65539134248949,sao paulo,SP
01403,-23.572443730221035,-46.65714076256559,s?œo paulo,SP
01455,-23.578557338882806,-46.68895384554789,sao paulo,SP
01415,-23.56067075575627,-46.66640273703037,sao paulo,SP
01404,-23.569051484592332,-46.65631360075592,sao paulo,SP
01401,-23.57538559651848,-46.65718691736133,s?œo paulo,SP
01418,-23.56312173510022,-46.656566708353616,sao paulo,SP
01417,-23.56141411907777,-46.666499216775264,sao paulo,SP
01403,-23.56903555842803,-46.654850252293805,sao paulo,SP
01410,-23.567866711899175,-46.666073780887444,s?œo paulo,SP
01453,-23.58107713933288,-46.683982660972966,sao paulo,SP
01423,-23.5645537060708,-46.66193105300368,sao paulo,SP
01413,-23.566121779906506,-46.6685203097409,sao paulo,SP
01421,-23.56501634110451,-46.65826224271453,sao paulo,SP
01418,-23.561330899244087,-46.65854221772755,sao paulo,SP
01415,-23.55365913765943,-46.65870219983837,sao paulo,SP
01419,-23.561545930999245,-46.65844372371838,sao paulo,SP
01411,-23.563436521236046,-46.66382048167814,sao paulo,SP
01455,-23.580962455450425,-46.69283854065442,sao paulo,SP
01407,-23.575229035807006,-46.66864605314792,sao paulo,SP
01425,-23.57479969747246,-46.65814025575626,sao paulo,SP
01428,-23.573603849298816,-46.66237261754856,sao paulo,SP
01419,-23.558943991401662,-46.66132034055626,sao paulo,SP
01426,-23.568276436032036,-46.663182837642054,sao paulo,SP
01411,-23.565460714409344,-46.665932291419054,sao paulo,SP
01401,-23.58364723644033,-46.66936487368967,sao paulo,SP
01421,-23.559293640573625,-46.66463157132555,sao paulo,SP
01453,-23.5850328326504,-46.68664013904443,sao paulo,SP
01423,-23.56850161503841,-46.65746510407412,sao paulo,SP
01402,-23.580463023861785,-46.663908621155244,sao paulo,SP
01455,-23.578557338882806,-46.68895384554789,sao paulo,SP
01413,-23.56051177269315,-46.66268231695427,sao paulo,SP
01433,-23.577661519562607,-46.67074707591319,sao paulo,SP
01428,-23.574076470165604,-46.66186049278664,sao paulo,SP
01451,-23.573783105747573,-46.689196572999,s?œo paulo,SP
01452,-23.57052612294425,-46.69093682249417,sao paulo,SP
01448,-23.57798854731954,-46.67738316180967,sao paulo,SP
01425,-23.57479969747246,-46.65814025575626,sao paulo,SP
01420,-23.56507683680534,-46.65616173258697,s?œo paulo,SP
01409,-23.55853399417161,-46.65555992714525,sao paulo,SP
01451,-23.574378154671006,-46.688876410551785,sao paulo,SP
01450,-23.578720564256418,-46.68347544962203,sao paulo,SP
01413,-23.56573241188179,-46.66812036511053,sao paulo,SP
01421,-23.566885429078475,-46.656055446563606,sao paulo,SP
01409,-23.55664620483004,-46.65558139454087,sao paulo,SP
01423,-23.571895882047404,-46.65499295905711,s?œo paulo,SP
01429,-23.57482409963074,-46.66351199901904,sao paulo,SP
01412,-23.56045672448308,-46.66266241878099,sao paulo,SP
01408,-23.568430714409335,-46.66240429141904,sao paulo,SP
01411,-23.561839194558264,-46.66225165751052,sao paulo,SP
01409,-23.55845208243405,-46.655464028997685,sao paulo,SP
01419,-23.559829082434042,-46.66035126395058,sao paulo,SP
01419,-23.567657804056754,-46.65114228365742,sao paulo,SP
01435,-23.580480415488477,-46.67074236609145,sao paulo,SP
01403,-23.564685897859103,-46.64947398848746,sao paulo,SP
01429,-23.57482409963074,-46.66351199901904,sao paulo,SP
01403,-23.563494723007683,-46.64829324424374,sao paulo,SP
01423,-23.569698782676465,-46.65609235261702,sao paulo,SP
01419,-23.557926991401658,-46.66248231502102,sao paulo,SP
01415,-23.552504769634727,-46.65660409019567,sao paulo,SP
01408,-23.564975343874465,-46.658902310721864,sao paulo,SP
01420,-23.55871660392991,-46.663371676784664,sao paulo,SP
01423,-23.57200697307979,-46.65561038051819,sao paulo,SP
01451,-23.56955179600667,-46.6918958499913,sao paulo,SP
01412,-23.56339716902304,-46.66575962476192,sao paulo,SP
01435,-23.578301828755254,-46.671151059264766,s?œo paulo,SP
01410,-23.558595737434405,-46.65657075535223,s?œo paulo,SP
01419,-23.558221958653075,-46.662159975445725,sao paulo,SP
01421,-23.559706151826354,-46.66426016570481,sao paulo,SP
01425,-23.57471424424373,-46.658310244243744,s?œo paulo,SP
01449,-23.576689749927887,-46.68089440368747,sao paulo,SP
01404,-23.567632711899183,-46.65498030642269,sao paulo,SP
01418,-23.56312173510022,-46.656566708353616,s?œo paulo,SP
01419,-23.557362337786287,-46.66309149085339,sao paulo,SP
01423,-23.5645537060708,-46.66193105300368,sao paulo,SP
01455,-23.583102903975938,-46.68976694630383,sao paulo,SP
01415,-23.553181414103495,-46.657235734664425,sao paulo,SP
01443,-23.567251494864113,-46.68013034624039,sao paulo,SP
01454,-23.582599229528547,-46.68734709409082,sao paulo,SP
01454,-23.581457287812363,-46.68517720344507,sao paulo,SP
01401,-23.583534752350896,-46.669165470076585,sao paulo,SP
01435,-23.578096945871128,-46.6697683230711,sao paulo,SP
01447,-23.57209565251885,-46.67937966902304,sao paulo,SP
01453,-23.585570883720845,-46.687680613509194,sao paulo,SP
01453,-23.585349865398975,-46.687259106295826,sao paulo,SP
01419,-23.557362337786287,-46.66309149085339,sao paulo,SP
01415,-23.551840037191976,-46.65455309547579,sao paulo,SP
01425,-23.57122126977895,-46.660013795314185,sao paulo,SP
01424,-23.564161749927884,-46.66556095475793,sao paulo,SP
01409,-23.556583204830044,-46.65558139454087,sao paulo,SP
01424,-23.567423217323526,-46.66201962184773,sao paulo,SP
01451,-23.574318411284974,-46.688912920398806,s?œo paulo,SP
01450,-23.578131028305176,-46.685162032200324,sao paulo,SP
01435,-23.57907560921002,-46.669550945467094,s?œo paulo,SP
01417,-23.48850962531019,-46.714606281435714,sao paulo,SP
01448,-23.578191159735354,-46.67662708703419,sao paulo,SP
01411,-23.566774630590306,-46.66732270760001,sao paulo,SP
01438,-23.571245985359038,-46.671384524884424,s?œo paulo,SP
01416,-23.556044250119033,-46.66372090303325,sao paulo,SP
01424,-23.568143647786982,-46.6611345530037,sao paulo,SP
01418,-23.56312173510022,-46.656566708353616,sao paulo,SP
01402,-23.580535499999996,-46.663967250000006,sao paulo,SP
01405,-23.564507489872447,-46.65449874992789,sao paulo,SP
01419,-23.570846653355574,-46.64709057022902,sao paulo,SP
01440,-23.568437237446698,-46.67771507728914,sao paulo,SP
01451,-23.585767397166613,-46.68147709893823,sao paulo,SP
01440,-23.571422507905847,-46.679974333891145,sao paulo,SP
01403,-23.56824261642338,-46.65401608728148,s?œo paulo,SP
01408,-23.562374856512182,-46.6561529007733,sao paulo,SP
01455,-23.58011033911026,-46.69280592980247,sao paulo,SP
01403,-23.56801761642338,-46.654313087281466,sao paulo,SP
01456,-23.578504155433034,-46.690118296987634,sao paulo,SP
01453,-23.585068832650393,-46.68672113904442,sao paulo,SP
01423,-23.569413150701184,-46.65830346627046,sao paulo,SP
01451,-23.584755467943907,-46.68210528059899,s?œo paulo,SP
01414,-23.55894947155058,-46.66283355107043,sao paulo,SP
01451,-23.56883951762937,-46.69232680711517,sao paulo,SP
01401,-23.569747571977178,-46.651003571977185,sao paulo,SP
01408,-23.56489434387447,-46.65882236900567,sao paulo,SP
01409,-23.563640336661102,-46.659972876219015,sao paulo,SP
01423,-23.56449732667778,-46.662081479744884,sao paulo,SP
01415,-23.55926625284207,-46.664931624761934,sao paulo,SP
01419,-23.558943991401662,-46.66132034055626,sao paulo,SP
01409,-23.56292908520401,-46.65922095712385,sao paulo,SP
01403,-23.568478365254755,-46.65381091993188,sao paulo,SP
01413,-23.559674688874114,-46.66180023313522,sao paulo,SP
01433,-23.577028397714876,-46.66982015404805,sao paulo,SP
01449,-23.575333011945222,-46.67970805897631,sao paulo,SP
01409,-23.567910495700822,-46.66425150721336,sao paulo,SP
01435,-23.578977666945573,-46.67103134055624,sao paulo,SP
01455,-23.582593160693175,-46.691268185781844,s?œo paulo,SP
01410,-23.565099730221046,-46.663292262565605,sao paulo,SP
01427,-23.575656227306848,-46.65883129141905,sao paulo,SP
01423,-23.56976284096028,-46.6560438270818,sao paulo,SP
01403,-23.56327175575627,-46.64807423703037,sao paulo,SP
01424,-23.566838217323525,-46.662672121847734,sao paulo,SP
01422,-23.561058698857433,-46.66455154579033,sao paulo,SP
01415,-23.551397088262426,-46.65400604440536,sao paulo,SP
01415,-23.555200641958606,-46.66050841271853,s?œo paulo,SP
01420,-23.566349880662425,-46.654632167089815,s?œo paulo,SP
01403,-23.569959981678135,-46.654661597841724,sao paulo,SP
01408,-23.567531521236052,-46.66146248167812,sao paulo,SP
01415,-23.554334640573625,-46.65945887039062,sao paulo,SP
01424,-23.571615730221037,-46.657660704685824,sao paulo,SP
01416,-23.563201307230745,-46.67088128908178,sao paulo,SP
01409,-23.55910483957529,-46.655777901205994,sao paulo,SP
01420,-23.56900413765944,-46.65132582569684,s?œo paulo,SP
01418,-23.563193437091183,-46.656374093818144,sao paulo,SP
01409,-23.557727074383973,-46.65545213587043,sao paulo,SP
01409,-23.55853399417161,-46.65555992714525,s?œo paulo,SP
01426,-23.56290477039888,-46.66925051650803,sao paulo,SP
01415,-23.557843618267192,-46.663320850779584,sao paulo,SP
01407,-23.577273911189312,-46.67300311656761,sao paulo,SP
01452,-23.56960146987715,-46.69153754397264,sao paulo,SP
01452,-23.570455097409035,-46.690988355242766,sao paulo,SP
01405,-23.565863985573273,-46.655841851087835,sao paulo,SP
01428,-23.569875157914545,-46.66750447348383,sao paulo,SP
01407,-23.57586731279932,-46.66956561434592,sao paulo,SP
01432,-23.57597296586643,-46.66647037330482,sao paulo,SP
01415,-23.5526987463212,-46.65589893588782,sao paulo,SP
01403,-23.569529532604353,-46.652355671100494,sao paulo,SP
01410,-23.558595737434405,-46.65657075535223,sao paulo,SP
01425,-23.57157154677127,-46.659661401754235,sao paulo,SP
01413,-23.56316677269314,-46.66543181695426,sao paulo,SP
01421,-23.562603450458763,-46.660979184430715,sao paulo,SP
01401,-23.57538559651848,-46.65718691736133,sao paulo,SP
01451,-23.57500671801602,-46.688456121155255,sao paulo,SP
01451,-23.57054369248079,-46.69129667943905,sao paulo,SP
01424,-23.568143647786982,-46.6611345530037,sao paulo,SP
01425,-23.571012237030374,-46.6618027374344,s?œo paulo,SP
01415,-23.557852416727187,-46.66333020914158,s?œo paulo,SP
01421,-23.565416269778954,-46.65718175575626,sao paulo,SP
01425,-23.57140126977895,-46.659833795314185,s?œo paulo,SP
01419,-23.561222133504504,-46.65873928948581,sao paulo,SP
01403,-23.568302094927528,-46.65293149319066,sao paulo,SP
01452,-23.56960146987715,-46.69153754397264,sao paulo,SP
01424,-23.570525588118194,-46.658762397859114,sao paulo,SP
01451,-23.574347588287456,-46.6888950900084,sao paulo,SP
01402,-23.567787000000003,-46.649099250000006,sao paulo,SP
01420,-23.566349880662425,-46.654632167089815,s?œo paulo,SP
01423,-23.567504312510863,-46.65863199763406,sao paulo,SP
01420,-23.566859507357584,-46.65398820122336,sao paulo,SP
01453,-23.585349865398975,-46.687259106295826,sao paulo,SP
01426,-23.561045392174957,-46.671382377604,sao paulo,SP
01409,-23.56874279101501,-46.6651117986324,sao paulo,SP
01446,-23.576967115730895,-46.67595749486409,s?œo paulo,SP
01441,-23.577719960326508,-46.69330789771487,s?œo paulo,SP
01451,-23.582523572854758,-46.68346879655494,sao paulo,SP
01408,-23.56727846295225,-46.66120351442673,sao paulo,SP
